0	-46.514427	0.003651	1408.805054
1	-45.233746	0.004646	905.660339
2	-47.810760	0.003179	1308.176025
3	-46.053436	0.004050	1257.861572
4	-47.067066	0.003492	1157.232666
5	-49.094265	0.002679	2062.893066
6	-48.101437	0.003136	1257.861572
7	-47.709148	0.003463	1157.232666
8	-51.318462	0.002165	2264.150879
9	-49.156666	0.002794	1308.176025
10	-46.150890	0.004173	1207.547119
11	-50.068806	0.002648	1358.490601
12	-49.512100	0.002661	1559.748413
13	-49.997147	0.002570	1358.490601
14	-47.909943	0.003357	654.088013
15	-46.627846	0.003882	603.773560
16	-46.402233	0.003967	805.031433
17	-47.005337	0.003642	1610.062866
18	-45.935322	0.004367	754.716980
19	-47.818386	0.003178	1509.433960
20	-47.282814	0.003625	905.660339
21	-42.861771	0.006394	201.257858
22	-43.373974	0.005670	805.031433
23	-43.460644	0.005737	503.144653
24	-35.745934	0.012823	452.830170
25	-35.977509	0.014124	150.943390
26	-34.263939	0.016389	50.314465
27	-36.968910	0.013269	150.943390
28	-36.430618	0.013482	0.000000
29	-36.236629	0.012477	503.144653
30	-38.538921	0.010019	201.257858
31	-30.577526	0.026309	50.314465
32	-35.918705	0.012566	352.201263
33	-35.814781	0.013378	452.830170
34	-34.880283	0.016028	100.628929
35	-35.250622	0.013848	50.314465
36	-32.496132	0.019284	100.628929
37	-37.322849	0.011316	402.515717
38	-35.012974	0.014698	301.886780
39	-39.569069	0.009410	0.000000
40	-38.184998	0.010517	301.886780
41	-38.056664	0.011297	150.943390
42	-39.784241	0.009029	553.459106
43	-40.030380	0.008025	553.459106
44	-41.480854	0.007021	402.515717
45	-37.154964	0.012262	301.886780
46	-33.921696	0.017029	452.830170
47	-43.116390	0.005529	805.031433
48	-38.424305	0.010455	150.943390
49	-39.431801	0.008429	603.773560
50	-43.821312	0.005356	452.830170
51	-36.760044	0.012034	352.201263
52	-38.844887	0.010251	251.572327
53	-33.375687	0.019316	150.943390
54	-38.758057	0.010072	251.572327
55	-40.877731	0.007349	704.402527
56	-44.218407	0.005063	855.345886
57	-38.064705	0.010553	654.088013
58	-39.114910	0.009812	150.943390
59	-42.312042	0.006199	905.660339
60	-42.765293	0.005811	352.201263
61	-39.527451	0.007173	1559.748413
62	-44.742130	0.004864	352.201263
63	-42.505520	0.006264	704.402527
64	-40.338993	0.008355	553.459106
65	-40.701187	0.007926	301.886780
66	-44.400352	0.005046	955.974854
67	-40.500343	0.007842	603.773560
68	-39.842136	0.008145	704.402527
69	-41.884033	0.007329	301.886780
70	-37.241661	0.011726	100.628929
71	-45.804005	0.004226	1106.918213
72	-43.957924	0.005285	955.974854
73	-43.027859	0.005874	402.515717
74	-49.671432	0.002618	1559.748413
75	-45.132519	0.004262	1006.289307
76	-46.847626	0.003677	1308.176025
77	-49.244083	0.002834	1459.119507
78	-47.552940	0.003267	2012.578613
79	-47.882145	0.003300	1710.691772
80	-47.081879	0.003788	1308.176025
81	-49.056061	0.002816	1559.748413
82	-47.130997	0.003581	1106.918213
83	-45.875111	0.004144	1106.918213
84	-42.363056	0.006224	1308.176025
85	-41.888489	0.006515	1358.490601
86	-43.439407	0.005951	553.459106
87	-47.096207	0.003487	1610.062866
88	-45.981937	0.004260	805.031433
89	-48.051903	0.003124	2012.578613
90	-44.234013	0.005110	1157.232666
91	-35.075275	0.007867	2415.094238
92	-47.758034	0.003466	1207.547119
93	-48.646915	0.002969	1911.949707
94	-48.865158	0.002706	1962.264160
95	-47.073292	0.003694	1509.433960
96	-45.899117	0.004242	1308.176025
97	-46.031757	0.003888	1710.691772
98	-46.678886	0.003769	1358.490601
99	-44.805916	0.004530	1358.490601
100	-45.969109	0.004218	805.031433
101	-47.775234	0.003385	1660.377319
102	-46.573071	0.003802	1509.433960
103	-36.147812	0.011732	1106.918213
104	-37.886627	0.008650	1911.949707
105	-43.482082	0.005162	2163.521973
106	-43.444717	0.005355	1358.490601
107	-40.241344	0.007113	1006.289307
108	-44.015175	0.005075	1610.062866
109	-44.918835	0.004581	1308.176025
110	-44.349449	0.004670	1710.691772
111	-45.855083	0.004161	1761.006226
112	-45.615261	0.004262	1660.377319
113	-47.069935	0.003789	1157.232666
114	-46.258041	0.003905	1308.176025
115	-45.575558	0.004177	1207.547119
116	-46.403393	0.003799	1509.433960
117	-43.693695	0.004849	1408.805054
118	-44.077690	0.005356	754.716980
119	-45.755951	0.004179	1006.289307
120	-45.142670	0.004486	1056.603760
121	-45.883606	0.004188	553.459106
122	-46.234531	0.003759	905.660339
123	-45.081512	0.004353	955.974854
124	-45.127934	0.004527	1408.805054
125	-45.360104	0.004498	1106.918213
126	-46.340866	0.003958	1106.918213
127	-45.142475	0.004171	1056.603760
128	-43.950233	0.004994	1358.490601
129	-49.285225	0.002855	1559.748413
130	-48.741642	0.002961	1308.176025
131	-43.978546	0.005372	1106.918213
132	-45.715961	0.004282	955.974854
133	-47.042694	0.003594	1459.119507
134	-47.213787	0.003459	1006.289307
135	-47.686649	0.003395	1207.547119
136	-51.255600	0.002248	1911.949707
137	-47.608681	0.003380	1408.805054
138	-48.318600	0.003007	1308.176025
139	-44.918503	0.004709	805.031433
140	-43.582302	0.004968	805.031433
141	-43.109169	0.005733	805.031433
142	-36.325665	0.012618	503.144653
143	-24.173086	0.049385	100.628929
144	-20.439077	0.079925	402.515717
145	-18.413565	0.106980	100.628929
146	-16.370516	0.135699	100.628929
147	-16.736025	0.128040	100.628929
148	-16.814356	0.112842	301.886780
149	-16.603899	0.122651	301.886780
150	-20.875465	0.073346	1157.232666
151	-16.679041	0.116613	1358.490601
152	-18.208275	0.100473	2465.408691
153	-23.218693	0.053547	3773.584961
154	-25.058113	0.047717	402.515717
155	-34.796185	0.015952	251.572327
156	-34.179661	0.019233	0.000000
157	-43.115822	0.005710	704.402527
158	-49.954163	0.002524	1106.918213
159	-44.241329	0.004907	1106.918213
160	-24.461006	0.037793	704.402527
161	-19.667583	0.068471	1056.603760
162	-18.331692	0.085419	301.886780
163	-12.619734	0.179684	352.201263
164	-10.924523	0.224478	251.572327
165	-10.850254	0.214689	352.201263
166	-12.178269	0.174567	301.886780
167	-15.360894	0.131157	301.886780
168	-15.390244	0.139638	251.572327
169	-15.461215	0.142212	201.257858
170	-16.147617	0.130787	201.257858
171	-16.624887	0.123793	201.257858
172	-15.520645	0.138528	201.257858
173	-15.706912	0.131390	301.886780
174	-15.080947	0.144812	100.628929
175	-15.616423	0.139464	100.628929
176	-16.073536	0.132375	301.886780
177	-16.248089	0.130498	150.943390
178	-18.313086	0.102746	201.257858
179	-21.083529	0.069933	402.515717
180	-16.901880	0.123739	100.628929
181	-16.323668	0.126179	402.515717
182	-29.765675	0.026547	1610.062866
183	-24.013165	0.055200	452.830170
184	-24.710926	0.049827	402.515717
185	-23.014671	0.060627	201.257858
186	-18.134941	0.105683	201.257858
187	-16.186039	0.130340	150.943390
188	-15.505568	0.141263	100.628929
189	-15.387964	0.140442	201.257858
190	-14.858138	0.143154	251.572327
191	-14.430637	0.156703	201.257858
192	-15.103142	0.141028	251.572327
193	-16.442604	0.113701	301.886780
194	-16.126301	0.118092	402.515717
195	-16.117952	0.118012	352.201263
196	-14.178178	0.146938	352.201263
197	-15.610213	0.125443	100.628929
198	-16.053694	0.115401	301.886780
199	-15.562781	0.125827	553.459106
200	-16.221844	0.121533	754.716980
201	-17.906092	0.095156	754.716980
202	-18.344509	0.087590	805.031433
203	-15.871825	0.127907	553.459106
204	-15.866554	0.120782	503.144653
205	-14.963674	0.130328	402.515717
